Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
265.4,f_0.95,-4.836886479607365,60.50401096191146,70.25473803154902,attack,11023
265.5,f_0.95,-4.652421973031373,59.463292081076176,72.91298063443851,attack,11023
294.9,f_0.104,-4.548431679474234,53.64903048193169,39.817117450533914,attack,11023
600.2,f_0.161,-8.999999999999986,57.943488128456195,3811.4533590628266,attack,11023
600.2,f_0.163,-8.999999999999986,63.997947304727184,3859.254508432452,attack,11023
600.2,f_0.168,-8.999999999999986,52.65853134208007,3198.893206778167,attack,11023
600.2,f_0.169,-8.999999999999986,53.092413461761964,3166.8012286635762,attack,11023
600.2,f_0.170,-8.999999999999986,52.82386943315967,3134.7542750472126,attack,11023
600.2,f_0.171,-8.999999999999986,52.773692744075184,3102.7573524039913,attack,11023
600.2,f_0.172,-8.999999999999986,56.19473663165838,3030.5085711089246,attack,11023
600.2,f_1.197,-8.999999999999986,56.352486910351224,3120.2776049683116,attack,11023
600.2,f_1.199,-8.999999999999986,56.20883783696295,3047.765371971236,attack,11023
600.3,f_0.161,-8.999999999999986,55.9302421284562,3813.9536604624377,attack,11023
600.3,f_0.163,-8.999999999999986,61.98470130472719,3862.0254679264362,attack,11023
600.3,f_0.168,-8.999999999999986,50.645285342080065,3201.1572498612218,attack,11023
600.3,f_0.169,-8.999999999999986,51.07916746176197,3169.084667980758,attack,11023
600.3,f_0.170,-8.999999999999986,50.81062343315968,3137.025709392039,attack,11023
600.3,f_0.171,-8.999999999999986,50.76044674407518,3105.026543653827,attack,11023
600.3,f_0.172,-8.999999999999986,54.18149063165838,3032.930696451207,attack,11023
600.3,f_1.197,-8.999999999999986,54.33924091035123,3122.7067823673633,attack,11023
600.3,f_1.199,-8.999999999999986,54.195591836962954,3050.188127692756,attack,11023
600.4,f_0.161,-8.999999999999986,53.916996128456205,3816.3639618620487,attack,11023
600.4,f_0.163,-8.999999999999986,59.971455304727186,3864.7064274204204,attack,11023
600.4,f_0.169,-4.823931718159464,50.00008288,3171.319867980758,attack,11023
600.4,f_0.172,-8.999999999999986,52.16824463165838,3035.26282179349,attack,11023
600.4,f_1.197,-8.999999999999986,52.325994910351234,3125.0459597664153,attack,11023
600.4,f_1.199,-8.999999999999986,52.18234583696296,3052.520883414276,attack,11023
600.5,f_0.161,-8.999999999999986,51.9037501284562,3818.6842632616595,attack,11023
600.5,f_0.163,-8.999999999999986,57.95820930472719,3867.2973869144043,attack,11023
600.5,f_0.172,-8.999999999999986,50.15499863165839,3037.5049471357725,attack,11023
600.5,f_1.197,-8.999999999999986,50.31274891035123,3127.295137165467,attack,11023
600.5,f_1.199,-8.999999999999986,50.16909983696296,3054.7636391357955,attack,11023
600.6,f_0.161,-8.510139961090601,50.00008288,3820.9194632616595,attack,11023
600.6,f_0.163,-8.999999999999986,55.944963304727196,3869.7983464083886,attack,11023
600.7,f_0.163,-8.999999999999986,53.9317173047272,3872.2093059023728,attack,11023
600.8,f_0.163,-8.999999999999986,51.9184713047272,3874.5302653963568,attack,11023
600.9,f_0.163,-8.575949398406735,50.00008288,3876.765465396357,attack,11023
602.7,f_1.202,-8.999999999999986,51.02957403510706,3003.8528226394196,attack,11023
602.8,f_1.202,-4.602229631134733,50.00008288,3006.0880226394197,attack,11023
